class,clean_text,date
1,love place live state recently called elizabeth arden gift certificate motherinlaw mothers day done annually several years always loved service must admit going go less expensive place yearcut backs economy reading reviews online selected nail spa close service really horrible phone imagine would like person ended purchasing gift certificate instead coming back elizabeth arden yes spent twice much mothers day presentbut would rather pay double verses deal poor service questionable product motherinlaw comes always happy feels pampered special day really gift certificates well shop around,2024-03-15
1,say got wife massage package christmas last year hasnt stopped talking glowing weeks staff awesome helping pick package price range without trying upsell would highly recommend giving package gift wife loved,2024-01-05
1,manipedis red door best ive ever anywhere dont artificial nails ive always problems polish nails chipping like next day dont know gina polish fingernails lasts full week dont chip merely wear tips toe polish lasts weeks weeks warm bucky shoulders added bonus complimentary neckshoulder massages masseuse time,2024-01-29
1,came az spa week great experience got stress melting treatment normally john treatment specialist super personable sweet changing room bit smalltight multiple gals changing time otherwise whole spa cleani would go often could afford,2024-02-02
1,coming elizabeth arden red door spa since david wonderful colorist frank cuts styles hair better anyone life asian hair easy cut kudos frank stylists filled past didnt call ahead book appt never bad hair day since past year seen jon therapeutic deep tissue massage work good massage luxury necessity take outoftown girlfriends phoenician chillout take back shoulder issues jon best therapeutic massage therapist experienced glad spa selfishly hoping doesnt get many requests post still time fit,2024-02-19
1,bought package treatment deal friend months ago went today called back happy said everybody super nice friendly relaxing atmosphere said offered like small upgrade real happy hear wonderful day gift red door spa came thru making feel special appreciatedi want say thank people worked april,2024-03-23
1,best mani pedi ever little pricey worth miranda excellent,2024-01-06
1,great service used classic car restoration years ago parts sent powder coating plus still great shape attention detail service great adam easy work,2024-02-02
1,powder coating plus one best vendors get product right away never issues everything always comes looking amazing quality control impeccable great work wouldnt take stuff anywhere else take best definitely best thank guys hard work love metal maintenance stands,2024-02-12
1,adam team clearly professional ive tough jobs come perfect every time prices competitive probably best town best price quality customer service,2024-01-30
1,find new powder coater since usual place went business recently lot checking round ended glad great work fair price quick turn around,2024-01-11
1,get two large pieces coated less week normal powder coater backed weeks called vyne recommendation another shop guys fantastic job time budget ill defiinitely hit,2024-03-06
1,guys great job time use constantly house manufactured products consistant color quality every time,2024-02-28
1,wow amazing job old bistro set looked bad made look brand new impressed nice owner employees use,2024-02-02
1,everyone nice great people thanks turning old metal clamshell chairs something beautiful,2024-02-12
1,ive items done one small one large came better could think good turn around great prices,2024-03-04
1,quite items powder coated car snail motorsports nothing great experience tons complements work performed shop pricing every bit paid quality professional work definitely recommend shop anyone everyone asks good place get type work done,2024-03-29
1,investing higher end aftermarket car parts vehicle found need want ceramic coating snail motorsports came recommended various friends colleagues business partners items purchased small investment decided take recommendations bring business snail months later still continue bring ceramic coating needs snail motorsports every order ive placed snail small large cost size consistently utmost quality someone chooses invest hard earned money item gives relief know snail always provide quality service care great customer serviceto speak briefly comparison ive since experience local coating shops although quality care work done elsewhere sufficient continue use snails services need quality work done correctly first time thanks snail keep great work,2024-02-03
1,gone snail motorsports many things since juan started garage small jobs powder coated antique medicine cabinet several sets wheels several parts jeep media blasted ton chairs businessthat ton equals around tells items ready right promises find shop way late hoursjust get item completed never find anyone type finished product juan never disappointed item quote received media blasting powder coatinghe doesnt farm contractors service top notch would recommend snail motorsports everyone thank juan snail motorsports team,2024-03-17
1,huge trust issues comes car first really scared getting k rims advan tciii almost k worth parts hood juan exceeded expectations came perfect amount work time effort put im surprised didnt charge gave awesome deal months later brought set cheaper wheels used set enkei rpf suspension parts get coated work phenomenal juan treated worth parts would k worth parts wouldnt trust anyone else powder coating car parts always support quality work always customer juan snail motorsports,2024-01-14
1,snail scooter frame trying save money go cheaper option hooked awesome pearl multistage set wheels came perfect mounted balanced well powder coat isnt cheap half much quotes got send everybody know,2024-02-21
1,engine caps strut tower brace done strut tower brace matches car race stripes perfectly aligned oitside paint professional great pricing,2024-01-24
1,took wheels vw beetle powder coating looking pretty shabby years faithful service vw first car im second owner bought special wouldnt trust part anyonemy first contact snail motorsports via email juan answered questions quickly thoroughly clear pricing time completion took wheels selected color went home wait pleasantly surprised receive link photos wheels media blasting completion work done ontime whole process professional couldnt happier years later look good day picked upyou cant go wrong snail motorsports powdercoating,2024-01-01
1,enkie rpfs done nice gold color nice enough install toms also mount balance tires free finish looks awesome get lot compliments z great customer service,2024-03-16
1,get done get done powdercoating best use guys,2024-03-13
1,huge fan sushi three live within walking distance home problem getting temptation sushi always back mind admittedly price food tends keep cravings check couple months time come enjoy every bite occasionally also order takeout since reasonable lunch deals really prefer sit eat restaurant itselfspeaking place quiet actually like sit talk friend read book radical concept enjoy food peace big deal places know get sushi loud busy quite frankly little limiting optionswise compared sushi threes menu want sushi either come get small pack giant eagle thats much hate sushi places ive visited pittsburgh im going pay much fish want place sit actually enjoy foodby way sushi three serve things sushi people looking japanese food isnt rice fish definitely going find something theres really delicious beef chicken pork dishes course place word sushi name going specialize sushi pages pages sushi options available orders come various styles sizes well couples get something share get something smaller combos come soup salad also yummyi point developed routine order large salad order softshell crab rolls need sure ill occasionally snag bite someone truth sushi three makes enormous orders cant eat without feeling bit sick hey least get moneys worth say definitely give place shot youre sushi fan,2024-02-27
1,great little neighborhood place food good service great try tofu salad appetizer,2024-02-20
1,go tradition best friend comes home one favorite places resteraunt quiet low lit relaxing service quick friendly lunch specials amazing deals theres enough variety never get bored choices tempura best ive ever rest food amazing ginger dressing makes want drink straight even thinking set drooling,2024-02-26
1,delicious sushi watched prepared front us entire place super clean friendly staff highly recommend stopping,2024-01-21
1,place restored faith delivery sushi longest time could eat fresh delivery second place ever ive found thoroughly enjoyed sashimi appetizer takosu flower roll spicy tuna roll asparagus two places ever new number one spicy tuna roll sashimi app favorites hubby got yellowtail fish jowl fried rice also good delivery point even call put order smooth easy,2024-02-27
1,long wanted eat teppanyaki style food thinking going benihana longest time reading reviews yelp one sunnyvale ca quite apprehensivei also heard good things benihana pittsburgh brother law decided go whenever goto pittsburghso finally went new years blast wait bar even making reservation thats ok table rushed food tasty chef funny interesting mention entertaining friendly bartender martyoverall one best restaurant experiences ever,2024-03-10
1,like place provides great atmosphere handle big groups also send coupon free dinner birthday use anytime birthday month would recommend making reservation normally busy takes awhile eat great place go special occasion,2024-02-21
1,atmosphere fun chef nice entertaining filet excellent salad dressing little harsh taste great time definitely go back,2024-03-31
1,swore kobe japanese steakhouse orlando best one ever think may competition onemy boyfriend tried labor day get something different normally years back first time getting actual restaurant bit weird navigate mountain dont know considered mountain hill south everything makes lift legsfeet higher mountain rather empty like ok us big fan people joke maybe interior ridiculously awesome especially raised barour chef walks white man definite first japanese steakhouse seemed course meal inform us hungover labor day whatre gonna didnt bother much think annoy hell boyfriend lol told good albeit corny jokes usual tricks plus new ones overall entertainingthe food oh man yummy got soba noodles beef julienne noodles cooked type sauce couldnt describe best soba noodles ever beef julienne also super delicious sauce described teriyaki sauce didnt taste like fine im big teriyaki fan eating hit bar drink apiece bartender really cool bar area great vibe atmosphere sure japanese steakhouses pricey one ive worth,2024-02-20
1,sushi happy hour great wife eat well thats drinking pop though dont judge,2024-02-15
1,favorite place eat shrimp fried rice steak sauces everything incredible prices bit high worth,2024-02-20
1,benihana far favorite steak seafood place area food fresh chefs great wait staff excellent youre looking shrimp flying loud chefs singing obnoxious songs want friendly atmosphere delicious food place sushi fresh tasty quality food obviously,2024-03-09
1,love place great sushi great sushi specials lunch hh bartenders best also marty man,2024-02-21
1,wonderful experience benihana family last night love hibachi restaurants go various area restaurants regular basis benihana oldest hibachi restaurants area arrived early rest party staff welcoming would regularly stop make sure didnt need anything party arrived seated chef came entertaining food tasted amazing best part accommodating staff one member party food allergy manager specifically came ensure food would made back would come contact ingredientswe year old daughter us part way meal started squirming wanted walk around restaurant laps restaurant without us asking manager came crayons paper made daughter happy everyone pleasant food better remembered benihana lot competition saga nakama others recent visit benihana definitely best value best staff visited saga shortly going benihana kept commenting much better benihaha,2024-03-20
1,ive coming regularly almost years basically since born starting back samurai older waitresses hide like family point may bit bias food always good servers friendly chefs entertaining without obnoxious like lot hibachi places im big sushi ive good fantastic selection wines beers sake ill probably coming another years,2024-02-20
1,ive pittsburgh long time read reviews youll see love eating pittsburgh im nyc palate easy satisfy really think pittsburgh great restaurants authentic tasty foods serious advocate dining pittsburgh take pride knowing good places eat selfproclaimed credentials take heart andys sushi bar located wholeys probably place get sushirolls pittsburgh caveats restaurant stand inside wholeys supermarket takeout orders get dining experience want go nice japanese restaurant dinner luck sushi stand open lunch typically closes pm weekday could waiting minutes depending timeday go one guy makes orders hes fast line get long take andy uses fresh tasty fish cuts big pieces la carte pieces rolls make custom order youd like provided ingredients limited selection sushisashimi platters good spider roll going times definitely ask chefs special loads roll wont disappointedand prices best bang buck sushi could ask,2024-03-06
1,love andy loves used come every sunday church order special menu rolls awesome really fresh flavorful,2024-03-16
1,andys sushi bar convenient little stand set inside whollys strip district pittsburgh dine type place best sushi ive ever whollys sells fresh fish meats convenient place sushi bar personal favorite andys philadelphia roll without hot sauce used work strip would often walk whollys get sushi talk andy,2024-01-17
1,would give andy stars possible due amaaaaaaazing sushi hilarious conversation fresh fresh fresh ingredients reasonable prices quality food stellar andys daily specials inventive use random sushi components like mango mint free samples wait lineandy best handsdown,2024-01-03
1,oh andy miss little swagger sass know difficult one rate since runs stand within another establishment wholeys giving glowing stars nontheless amazing sushi makes right front stellar personality never met person blood flowing veins didnt get total kick andywhen worked strip ate almost daily two visits remembered exactly ordered would start making soon saw spicy yellowtail avocado yellowtail avocado maybe cucumber mentioned obsessed yellowtail ahhhh butteryness texture slight taste seaoh wait isnt review singular fish got little carried away even though andy serves damn fine yt sometimes gets creative mashes different flavor concepts together sample wait came maki roll made salmon basil cucumber mangobrilliantwholeys fantastic people watching spot anyway always amusing see random people agesgenderssizes walk yell andy,2024-01-13
1,andy best sushi special sauce makes sushi best,2024-01-07
1,listen pittsburgh sushi mecca never andy fair prices fresh fish easily charismatic sushi chef city cool environment great sushi need penn fish better maybe entertaining,2024-02-10
1,much sushi fan going stick neck say best sushi pittsburgh reasoningandy funny guy generous go busy prepared handed big chunks raw fish different sauces talk get ready sushi rolls bursting fresh fish next place wholey fish market wholey gets fresh fish daily know sushi going freshest pittsburghfinally price load andys rolls sashimi fairest price city try andys roll eel sashimigo see andy great sushi sashimi,2024-01-27
1,swear andy remembers every customer ever get visit couple times year always asks family tells say hello always gives snack line well place pretty big orders leave generous tip kind friendly think sushi best city even though long line prohibitive,2024-02-26
1,andy super entertaining serves best sushi burg dont miss,2024-02-20
1,tell truth never sushi korean bbq buffet upstairs wonderful lots different meats vegetables bring table cook pork great beef shrimp fish scallops maybe forget large variety experience really fun never tried first little worried might cook meat enough since pretty much turn stove table leave devices little guidance havent problems hard love going eating ton delicious korean bbq person great deal,2024-03-27
1,first korean bbq ever visited said cant wait bring whole family end month birthday much fun filling plate marinated treats cooking table really amazing unique dining experienceif place sucks compared average korean bbq cant wait try outstanding one pittsburgh dont know anywhere else like im love,2024-02-06
1,yelp didnt exist used go back cmu days still favorite soon du bu tofu stew place loved never ate sushi always korean food hae mul pah jun yummy dol sol bibimbap good soon du bu jige best run koreans hello lucky place pittsburgh like lot choose even rarely encounter place bay area quality tofu stew ktown,2024-02-21
1,sushi kim restaurant awesome food service top notch pittsburgh looking great food stop try korean short ribs,2024-03-17
1,going sushi kim years harder find items menu abalone anago otoro never disappointed food service really good korean food fresh sushi like said going years mr mrs kim never disappoint us,2024-02-13
1,place cute adored sushi hot spicy beefveggie soup kim chee cant remember names everything great service,2024-01-31
1,ate last night absolutely best meal sushi kim wife got usual pork bulgogi got standar dol sut bibimbap unbelievably good wasnt really hungry perfect every single bit meals perfectly proportioned seasoned side dishes great except really missed sweet potato little omelet ban chan cut dosani korean kitchen long sushi kim keeps,2024-03-03
1,sushi seaweed salad beef bulgogi place place five stars best sushi burgh,2024-02-09
1,sushi start one hot pots good sushi pork hot pot awesome love condiments,2024-03-04
1,love place real authentic korean dishes moved pittsburgh arent really lot good asian styles food around went sushi kim thinking would order sushi friend told order main menu short ribs die plus homemade kimchi tasteful came place times since moved love korean bbq great service overall prices bit high worth every penny deff coming back,2024-03-23
1,righty eaten sushi boston nyc portland phily chicago san diego name place best ever never disappointed located mt lebanon cool little suburb pittsburgh resturant mess around owner pays top dollar seafood chefs top notch back resturant japanese kitchen order watch woman cook food great spot date best sushi side missisip,2024-01-19
1,little tokyo restaurant first experienced sushi always spot heart however gaining little knowledge sushi still believe little tokyo one best one still seen daikon rolls menu ohio one favorites little tokyos avocado kappa rolls also excellent favorite appetizer agedashi tofu though others good well atmosphere great everything casual lunch prehomecoming dinner service attentive providing hot towels clean hands dinner validate garage parking one hour mints jar cash register deliciousi would highly recommend little tokyo especially sushi two three never remember beverly road,2024-02-01
1,far best sushi pittsburgh food amazing fresh authentic still compare places little tokyo dont much say restaurant really speaks wont find trendy atmosphere like nakama picked nakama also popular pgh sushi makes,2024-01-05
1,hurray little tokyo havent years place got introduced sushi still remember hesitantly slurping first salmon roll thinking raw fish must awful thing world well kinda loving owners good friends family back lived pittsburgh remember first starting outmy dad helped design build sushi counter mom made original cushions server uniforms one time epic wasabieating contest owners son many weekend kid would go stuff face sushi could eat know fact use freshest fish may biased think early experiences massivesushioverload helped refine tastebuds make sushi snob today oh yeah fried ice cream,2024-03-21
1,great sushi bar staff owner extremely attentive great presentation decent price got sit next mario lemeuix lunch couple weeks ago,2024-02-14
1,ive tried sushi pittsburghs sushi offerings none touch little tokyo every city best sushi place pittsburghs hands ive enjoyed meals little tokyo never experienced bad sushi bad service,2024-02-29
1,awesome sushi nigiri sushi musttry,2024-01-31
1,excellent sushi place pittsburgh best ive found yet please dont expect west coast sushi qualify statement saying pittsburgh usually pittsburgh restaurants sushi little loosely prepared fish seemed fresh presentation nice service excellent waitress friendly fast helpful,2024-03-03
1,love love place sushi place use basis compare sushi first taste sushi lil toks become benchmark say better sushi places umi shadyside pa coast chicago paying place cannot get better value quality places mention youll definitely paying alot marginally better sushi least opinion whenever im mood sushi come placei also mention amazing fried ice creamevereven better chi chis fried ice cream remember people seriously good,2024-01-17
1,love little tokyo dedicated customers keep place full week long weekends cleanliness important restaurant want could safely eat floors staff friendly unobtrusive definite favorite,2024-03-26
1,get pay ive never even slightly disappointed ive coming good friend years must every time come back town visit recent visit sushi platter entree comes pieces nigiri sushi maki roll middle salmon nigiri incredible eat slowly savor im thinking going back one time head back arizona also desserts exquisite dessert menu changes ive never even come close feeling disappointed dont care much sweets dessert good order something every time ps dont wear short skirt case get seated tatami table,2024-03-27
1,ate one top meals life restaurantit first time heard omkase chefs choice many small courses despite hefty pricetag celebrating opted try itoh god absolute slamdunk cant imagine going getting unbelivable sampler mouth watering type,2024-01-14
1,believe ive found new favorite restaurant rather dissapointed chaya last night decided go umi tonightthe staff friendly service perfect servers watch dictate pace mealbeggining typical salad ginger dressing happy dressing perfectnext miso soup im generally huge fan miso soup probably best preparation ive could gone another bowl entree chose dinner sushi assortment far best sushi ive ever tasted cliche may sound every piece including fin notoriously tough melt mouth good accompanying sauces overbearing least merely enhance flavor fish pieces nigiri bite size bite without looking like youre stuffing mouth smaller giant balls rice large cuts fish often times see places rather enjoyed size wanted make note tuna roll also tasty sample rolls tonight im sure back somy dining companion chicken teriyaki dish came sizzeling back kitchen probably best preperation dish ive ever tasted serving size perfect oz tender breast meat accompanying vegetables small side rice enough satiate without need nap afterwards didnt sample desserts tonight ive seen others rave definitely back often dont really care try sushi anywhere else pittsburgh,2024-03-17
1,went place friends everything amazing appetizers delicious ordered miso soup awesome flavorful complaint wasnt enough wakame likening awesome black cod miso fish cooked perfectly literally melted mouth flavor mild perfect tuna tataki slices ahi tuna slightly seared outside rare inside die shrimp asparagus maki roll probably great choice begin okay nothing rave fuji maki roll crab avocado sesame seeds outside delicious friend assorted sashimi serving huge got try stuff white tuna delicious salmon,2024-03-04
1,great sushi serious sushi eaters omakase expensive definitely way go quite adventure sauces chef puts sushisashimi makes differencethe black cod dish unbelievable,2024-01-11
1,anyone says theres good sushi pittsburgh ive heard say folks right yelp hasnt umi yet id mostly satisfied sushiwise quality standard places like little tokyo south side chaya squirrel hill went umi roommate last saturday first major difference umi places mentioned price umi big burrito joint much expensive sushi places town said dough go person omakase enjoyed eight courses dinner dessert course one subtle wellseasoned incredibly fresh broke thats cross bear black cod nigiri course standout favorites prices alacarte sushi contrast looked slightly costly others townthe second difference innovation sometimes want straightup unadorned sushi doubt ill come back umi however im looking fine dining experience one ingredients creative innovative ill definitely return one best meals ive pgh yeta final caveat dont forget make reservation restaurant packed due small size doubt squeeze many walkins busy night,2024-02-05
1,best sushi pittsburgh ive found far qualifies knowing good sushi first im japanese american saying ethnic backgrounds dont know good sushi reviews tell keep mind eating sushi whole life price food little higher one might expect youre casual sushi eater might think twice coming restaurant setting feels pretty authentic sure make reservations,2024-01-12
1,nice quiet atmosphere good service excellent food ive tried many sushi places pittsburgh flavorpresentation wise clearly winner sushi good want let melt mouth savor piece drawback price highly recommended,2024-03-03
1,favorite restaurant townhere deal umi casual sushi eater fan basic rolls stuff dont bother going umi expensive rolls seem small sashimi nigirihowever darn delicious cant even describe could would go umi every night simply good well well worth every cent spendalso try rock shrimp oh mani think gonna go make reservation right,2024-03-31
1,real dealin pittsburgh dont expect flop casual california roll take sushi experience seriously downside youll never satisfied average sushi againpro tip make reservations days advance,2024-01-30
1,always favorite chinese restaurant pgh area food consistently good general tsos tender shoe leather sometimes get places steamed dumplings wonton soup lomein terrific,2024-03-01
1,im particular asian food let emphasize one time veryi usually poor experiences pleasantly surprised tai pei times dined greeted seems lost art days seated immediately waiter around corner greeted water times ordered sushi able see prepared always plus waiter quick served soon sushi ready second time went ordered sushi entree service good took main dish served mention since restaurant wasnt packedstill food wonderfully prepared consider tai pei one favorite spots,2024-02-09
1,everything ate amazing picky chinese food many places serve sub par food one definitely going back,2024-03-08
1,honestly every aspect besides weird waiter great food tasted fresh even though server bit awkward strange attentive best chinese food ive ages,2024-02-24
1,really good food good service chinese best authentic area,2024-03-23
1,consistently excellent enjoy sushi know get chicken dish dont guess eatable always good white meat typically take well worth drive,2024-03-07
1,excellent chinese food every time ordered take great egg rolls general tsos happy family triple delight dumplingsall taste delicious,2024-02-19
1,takeout tai pei chicken lo mein delicious general tsos best ever sweet still kick nothing priced werent waiting forever delivery definitely visit restaurant future,2024-02-06
1,food good ive frequented restaurant many times sushi noodles rice plenty dishes atmosphere also great service friendly would definitely recommend taipei youre craving chinese sushi,2024-03-09
1,ive always loved bar gone since opened love paul best bartender world waits pretty much never tell order great apps must admit havent gone lately due pay park pm think ridiculous great people watching,2024-03-27
1,ive never food fridaysaturday night love going great margarita good price ive tried margaritas charlotte sound like slush one best far,2024-02-07
1,ive going fujos last months must say long day work seafood su dragon roll always hit spot also chinese food actually want fish cooked service consistently fast friendly five stars,2024-03-24
1,first time ive first singapore noodles best ever tasted life ive several waitress great bus boy literally came around every minutes make sure everyone water took dirty dishes away right away dont mind saying may eat tomorrow,2024-02-05
1,staying uptown charlotte decided sushi dinner based yelp search looked reasonable priced well reviewed ready walking distance option hotel one rated two truthfully best sushi ive ever boyfriend split rolls coastal roll panther roll godzilla roll skimpy means almost entire roll left give man happily picked slack im town weekend idea run specials throughout week absolutely come back next time im recommend friend live visit hours home,2024-02-27
1,traveling work stayed hilton figured would check fujo great service really delicious sushi prices reasonable portions large got spicy tuna roll always good volcano roll good also got rainbow martini yummy ill definitely go back travel charlotte,2024-02-03
1,know whats crazy ive sushi joint like least times first time ive actually checked gotta step game anyhow godzilla sushi roll truth cant go wrong ordering im seriously stuffed eating mean crunchy tempura outside savory sauce fresh avocado ingredients make love mouth seriously opinion theres need try anything elseservice spot every time im everyone attentive cant beat area always find spot park rd street nice warm eating outside makes worthwhile even put quarters joint park weekday worth go hard sushi especially godzilla roll get,2024-03-10
1,cali love sushi worried might never find good sushi place proved wrong great sushi super quick call ins across fom school excited might weekly place,2024-02-18
1,bought groupon try decided buy another knew wed come backgo dinner sit outside enjoy amazing view downtown something cant really get many uptown restaurants views many buildings set back street really great location eveningsushi interesting rolls like ones sweet potatoes ive never seen else really yummy sushi typesdrinks really good mixed drinks sake limited wine beerservice truly excellent,2024-01-27
1,lot good sushi charlotte godzilla roll fujo completely blew away best sushi ever delicious doesnt fully describe menu says must try arent kidding spicy tuna avocado fried tempura style topped special sauce sauce superb roll large good one share wont want want eat,2024-03-18
1,ever left place thought took long get happened fujos girlfriends celebrated birthday sushi drinks knocked socks yep im officially fan id recommend place anyone looking good reasonably priced sushi started steamed pork dumplings classic also ordered rainbow martini cranberry vodka pineapple midori presentation excellent heavy handed liquor theres really need go happy made birthday girl thing deliciousbut lets get everyone wants know aboutthe sushi ordered godzilla roll decided first bite officially go roll im clearly see mentioned many reviews listed must try menu packed spicy tuna avocado deep fried tempura style goodness could go wrong combination favor get fujos definitely worth try,2024-01-23
1,best sushi ive far charlotte make sure try coastal roll husband floored sushi quality pricewonderful restaurant evening around,2024-01-02
1,best sushi charlotte,2024-03-05
1,sushi reviewcuisine malayapacific rim shotone best features establishment choice location outoftheway travel nightlife onthescene would attract curious passersby first visited place sample indian fare good spin campus cpcc course drawn cliche pacificrim archaeologist motif fantan folding fans bamboo etc slightly interesting compared sushi menu surprisingly diverse maki rolls average soundboy roll spicy tuna smoked salmon philly tempura good good selection japanese beer house sake warm sake menu immediate reason order fancypants selections unless trying impress someone easily backfire like dodge aspen going hill stick know least learned far maki solid nagiri good well price little average get decent portion good sushi try asahi bottled beer warm house sake bring date easily share indian pancake great shared appetizer indian side menu pretty good well give shot following visiti recommend malaya overall sushi location atmosphere afterward take short drive uptown check scene,2024-03-21
1,time ive eaten ive pleased food beef rendang wonderfulthe lemon grass flavor prominent pepper rightnot overpowering youll want start roti canai appetizer greatjust dont dribble curry sauce tie cause aint coming peanut butter pancake dessert thingie fun mango chicken aromatic tasty prefer rendang anything else think fine job sushi rolls well im looking forward trying items youre sure place try think youll like,2024-01-22
1,one best asian restaurants charlotte hands shocked already yelpthey specialize malasian food offer fusion japanese sushi hibachi chinese thai inspired dishes honestly tried hibachi sushi among best even sushi specific restaurantsdont scared term malasian familiar single person ever taken loved become regular patron even standard chinese restaurant dishes really good kung pao chicken shrimp chow fun fried rice try roti telur appetizer savory curry broth potatoes dont think indian curry mild think tastes similar thai massaman curry comes homemade bread pancakes dipping also beef satay goodthe wait staff usually helpful new customers familiar dishesthey great lunch menu fast servicelocated next cpcc campus downtown place must try,2024-01-09
1,great place authentic south east asian cuisine malay indo chinese really enjoyed food spent time indonesia hard find true authentic food place charlotte real deal ian ask help make food selection much isnt menu ian bartender server malay speaks excellent english amazing amount knowledge culture food influences throughout se asian peninsula ian hooked us last night outstanding malay dishes sea bass lightly battered mouth watering curry eggplant green beans okra onions spices dish blended perfectly well began understand differences indonesian malay cuisine ian tried explain also beef rendang tender fragrant slow cooked beef coconut milk spices topped meal asian style flat pancake folded ground peanuts palm sugar grilled pan blend flavors served vanilla ice cream thing could enhanced dish might drizzle chocolate sauce yumwe look forward returning ian take care us,2024-01-11
1,one best spicy tuna rolls town love hot sour soup always nice fiance impressed chinese food menu rest makes plus deliver,2024-01-16
1,loved loved loved cuisine malaya fact immediately wanted rush home lose yelp virginity eating first walk looks like run mill asian style restaurant dont let fool magic food service orchids hang boxes wall bar sit sushi chef rolls art pop music plays speakers seated almost immediately welcomed server ian ladies gentlemen request ian upon arriving malaysian gives rundown cultures contribute malay cuisine gives idea items would like try also brought sample curry gauge tastes sample practically put faith hands let suggest whatever friend decided go beef rendang good make scream booyah basil duck basil duck menu came stirfry style veggies duck side warning dish may make moan like homer simpson duck good also tried imported beers thanks ohsohelpful ian would suggest restaurant anyone looking different flavors really great experience look forward,2024-03-21
1,cuisine malaya probably one favorite restaurants charlotte also really good place go large groups plenty space never wait accommodate large groups one table also last birthday celebrations large friend groups called advance make reservation let know birthday party put decorations area seated definitely exemplary service also let us bring birthday cake kept fridge back cut served us blowing candles food food always good also large portions definitely share one dish people roti tellur appetizer amazing must order never also really like kung pao tofu tofu perfect texture crispness really cant go wrong anything menu everything great,2024-01-28
1,yummmthis place delicious food good service favs curry lakhsa mee goreng tom yum soup gotten point addiction obvious literally eat week dont get worried great thing want change order like add veggies sesame tofu also delicious problem,2024-01-15
1,excellent service fresh foods upon reading yelpers reviews hubby decided try cuisine malaya wonderful server ian guided us delicious meal suggestions great excellent place delicious,2024-02-04
1,love diane face painting sons bday parties long kid well business events worked us total times made private public events hit love,2024-03-31
1,kind late prev reviews saysdiane keep face painting bday parties son amazing love work personality painting painting livens party makes even adults want get faces painted frickin awesome,2024-03-18
1,ok lady seriously talentedseriouslylike artist talented arent typical run mill face paintingsill attach pics work hand boyfriends face wanted painting look like fell cactusi like,2024-01-08
1,awesome sooo much fun take part activities make feel like kid honestly acting childlike could considered hobby id say favorite hobby said artist made feel like beautiful little girl sweet swift painting wow told paint whatever felt right painted pretty swirly starry design like minutes tops smile hope ostrich fest chandler hope get face painted awesome,2024-02-24
1,diane sweet lady lots talent boyfriend got dragons painted faces yelp desert bloom party definitely exceeded expectations intricate beautiful fast great adults kids,2024-03-23
1,dianne really frickin awesomewe met today yelp event kiwanis park face painting boyfriend two female friends everyone fantastic paint literally anything ask butterflies gnomes dinosaurs motorcycles whatevershe also total sweetie pleasant deal hiring th birthday party,2024-03-09
1,wow takes minutes load colors end personalized stylized gorgeous picture looked like waved magic wand magically made happen daughter thrilled went home promptly took picture could remember beautiful looked,2024-03-01
1,dianne amazing ah may zing idea absolute amazingness awesomeness come brush blackred biker chick rose bicep crab fighting shark small child world trex friends cheek best freehand facepainting ever seennot excellent presence sweet kind good adults children plus glitteri incredibly impressed wished wedding az id definitely hire add little sparkle pun totally intended special day,2024-02-10
1,definitely deserves title artistic professional fast punctual pains every time wash shes amazing,2024-02-18
1,dianne awesome painted awesome pictures events highly recommended,2024-03-28
1,say one busiest days also easiest help fancy facesi booked party time belle hour glitter tattoo hours line via web site got everything set themday party obviously hectic didnt instruct anything came figured entertainbelle came looking expected nothing less looked good enough disney landworld liveaction plays talkedwalkedlooked like belle glitter tattoo artist also came chair table got self set convenient place shadeonly thing glitter tattoo artist came time forgot glitter glue leave come back stayed past original time make delay regardless though kids loved tattoos done greati would definitely encourage everyone give place try lot glitter tattoo characters,2024-01-07
1,using fancy faces almost year different events say amazing dana husband extremely nice people flexible work need big fan company highly recommend company anyone,2024-03-29
1,hotel located th floor theajo suntimes great location visiting city seeing sites shopping many restaurants near hotel starbucks walkway market place ate bar one night watching football expensive two appetizers four drinks dessert split bill friend would suggest going around corner food also know parking day,2024-01-12
1,decide name business amazing face painting set expectations pretty high right start well amazing face painting amazing id highly recommend party event professional friendly efficient rushed quality face painting terrific able work kids ages creating wide variety highly detailed designs awesome,2024-03-17
1,used lucy several times birthday parties recommended friends tooshe awesome kids fun prompt reasonably priced efficient lucy top quality artistic ability even go halloween face painting love lucy amazing face painting hope never moves want use,2024-02-17
1,lucy super bowl party sponsored mutual friend face painting children party mutual friedn face painted showing team rooted amazing artist fact trying watch game quick could get back game looked great everyone loved thanks lucy spreading word company since time,2024-03-19
1,lucy amazing booked last june th daughters first birthday pm came early said would start earlier leave time grown ups loved work much kids stayed everyone wanted face painted got done even balloon twisting even though asked face painting professional courteous party awesome awesome awesome highly recommend everyone offers best price thanks lucy everything friends yet stop talking great work,2024-02-14
1,worked lucy amazing face painting number jobs say wow good gets pro nice handles kids well standard work beyond belief would fool hire hercharles strachan,2024-02-09
1,lucy amazing come time daughter birthday june get involve directly kids n paint amazing character paint fast n result good,2024-03-04
1,omgeeeee amazing artist lucy airbrush facepaint party last week waterproof super cute designs cant believe stayed kids swam pool im definitely booking next year,2024-01-04
1,sheila always vibrant excited perform face painting see yelp events looks many people face paintings fun great job kids id book partygreat job sheila thanks always nice friendly,2024-02-13
